experiment,nodes,seed,target_id,probes
5,2000,3,15814dd72d56a726f807975846bc458dcf904c3f861ebaceeb73ee4deed0352e,16
5,2000,3,a46cd9e097fad3707c82fc6593f634eb8b2ea596117e5f769dabcbe1e964b3d9,14
5,2000,3,420929573085f669cafd5f296997ab9b7b9b451b5addca89e7210570b63b0d9c,14
5,2000,3,4f848978d70453a1d7118faa1afaf43c19edb57fd0286f09f9f5014bd32cd67e,15
5,2000,3,538bbefd135c426d3caa97f3c9984ccecbaf59f6303848866d042db97992f080,15
5,2000,4,85398c77a592694b04580cab3c1cda5fed6cfaa380081d590a6ebad6278c876c,15
5,2000,4,f671f34a31ac91f12f6c84850f4d280a82baa0522a80dcccb91c4b705812add3,15
5,2000,4,abd6433a0272598486dd8a18b05077f0438731e700eab0f1aad2df27de3fe4d4,13
5,2000,4,04bf2e2edabf0491da4ad846c8ceac9fe26d657f56904567ab15dc26ba475eae,13
5,2000,4,f235a5d82c1157be634d39816dd0539c6aded3a707aa3013ee4d8dd306a2cb07,16
5,2000,4,fbed2cc5cfcdb6eccc6d892cb31f5147234b7e4b90d82bf06dcf86fbe27c095c,15
5,2000,4,405c4a4d84557ce596e3c9691b9763b834da03efa79f17b3cb3f6866aedfd65a,16
5,2000,4,f888d079711f78c38dee68a45caef68824169e159c145205a8edcb72d9702855,14
5,2000,4,4064ef858cfcb0b4f4e90558eaee9f1281f88931e124555e8e942e53f36b0afd,15
5,2000,4,7d1e2b37f48c87d9ad9280aafad9a62f3febd87f91b313465e6f9fe7d1ad2466,14
5,2000,5,48b63ceda70d03f81993d40619ea354c2a8999ab0dc03fd6a3735ccffb6f4aad,14
5,2000,5,cf93240d8c75eaacb4f00b1e84e0bd0e4b9ed8c40f65a8d35739da55c77e6d52,14
5,2000,5,9ea46a396fceb33eaed2d2331383c8212ee1161db53fb6ec0b23d509a2bca63a,15
5,2000,5,23b26142e9e04241f8c265d2b04b14ffb8dd15bd86b18136625e044137437e92,14
5,2000,5,eb0fbf51b08bd200ea7da2b17b9828dc6a13743bcc3e52f4c87d96fe36b37716,15
5,2000,5,9197979a8cf8079384d5271293fdd6cf5c21bf33d165cde4583e5d5308d265ce,15
5,2000,5,951b2b95de04a5060be04b040b69448b4c3dd516296ef8d39542015f62089082,16
5,2000,5,42064d6c834a2020d3b3a73eaa54c267577ff2abaa70f97ded44c34f76700ec3,13
5,2000,5,4dc3e1f75909b19952b9ea78c7bbd2165c29c45105d1618ce990401eeb990a1e,16
5,2000,5,c79d522d5749a7353d7e505988ce6e5d1102dff8f3729d0ead4115ef1e2ec860,14
